frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot,game_seconds,powerplay_id
64,3,64,Light,Switzerland,9,175.0740327,22.48157623,1,106,14
64,3,65,Dark,ROC,18,133.6167428,13.43838702,1,106,14
65,3,56,Dark,ROC,97,183.4572207,28.94617611,1,106,14
65,3,57,Light,Switzerland,25,160.3514466,29.01717543,1,106,14
65,3,58,Light,Switzerland,7,161.9031471,39.77975724,1,106,14
65,3,59,Light,Switzerland,20,185.3632146,39.70565615,1,106,14
65,3,61,Light,Switzerland,18,176.1497051,37.1201189,1,106,14
65,3,62,Dark,ROC,13,172.5409283,18.10382563,1,106,14
65,3,63,Dark,ROC,27,165.5605215,27.87772004,1,106,14
65,3,64,Light,Switzerland,9,175.0567568,22.73274575,1,106,14
65,3,65,Dark,ROC,18,133.4262406,13.40642994,1,106,14
66,3,56,Dark,ROC,97,184.0237585,29.26124847,1,106,14
66,3,57,Light,Switzerland,25,160.0570575,29.12938116,1,106,14
66,3,58,Light,Switzerland,7,161.5946055,39.59929165,1,106,14
66,3,59,Light,Switzerland,20,185.3397445,39.70740902,1,106,14
66,3,61,Light,Switzerland,18,176.2868317,37.23687489,1,106,14
66,3,62,Dark,ROC,13,172.5511394,18.2854177,1,106,14
66,3,63,Dark,ROC,27,165.6331707,28.21398989,1,106,14
66,3,64,Light,Switzerland,9,175.0277328,22.96049436,1,106,14
66,3,65,Dark,ROC,18,133.2478324,13.3682032,1,106,14
67,3,56,Dark,ROC,97,184.5828754,29.5801517,1,106,14
67,3,57,Light,Switzerland,25,159.7708644,29.23204635,1,106,14
67,3,58,Light,Switzerland,7,161.2936922,39.42992595,1,106,14
67,3,59,Light,Switzerland,20,185.3229918,39.69493003,1,106,14
67,3,61,Light,Switzerland,18,176.4162652,37.33215769,1,106,14
67,3,62,Dark,ROC,13,172.5680098,18.47060578,1,106,14
67,3,63,Dark,ROC,27,165.6960785,28.54064729,1,106,14
67,3,64,Light,Switzerland,9,174.9800374,23.15977915,1,106,14
67,3,65,Dark,ROC,18,133.0841023,13.32496849,1,106,14
68,3,56,Dark,ROC,97,185.1264333,29.89732631,1,106,14
68,3,57,Light,Switzerland,25,159.4915344,29.32370664,1,106,14
68,3,58,Light,Switzerland,7,161.0018421,39.27405506,1,106,14
68,3,59,Light,Switzerland,20,185.3074713,39.66664116,1,106,14
68,3,61,Light,Switzerland,18,176.5350538,37.40524097,1,106,14
68,3,62,Dark,ROC,13,172.5847433,18.655993,1,106,14
68,3,63,Dark,ROC,27,165.74531,28.85506101,1,106,14
68,3,64,Light,Switzerland,9,174.9109119,23.33013851,1,106,14
68,3,65,Dark,ROC,18,132.9367349,13.27728464,1,106,14
69,3,56,Dark,ROC,97,185.6487376,30.21016772,1,105,14
69,3,57,Light,Switzerland,25,159.2169196,29.40309586,1,105,14
69,3,58,Light,Switzerland,7,160.7193102,39.134292,1,105,14
69,3,59,Light,Switzerland,20,185.288147,39.62271991,1,105,14
69,3,61,Light,Switzerland,18,176.6413852,37.45770277,1,105,14
69,3,62,Dark,ROC,13,172.5935971,18.83730242,1,105,14
69,3,63,Dark,ROC,27,165.7776681,29.15652678,1,105,14
69,3,64,Light,Switzerland,9,174.8219325,23.47598603,1,105,14
69,3,65,Dark,ROC,18,132.8065175,13.22656938,1,105,14
70,3,56,Dark,ROC,97,186.146799,30.5192265,1,105,14
70,3,57,Light,Switzerland,25,158.9442224,29.46916563,1,105,14
70,3,58,Light,Switzerland,7,160.4453468,39.01352055,1,105,14
70,3,59,Light,Switzerland,20,185.2612711,39.56559256,1,105,14
70,3,61,Light,Switzerland,18,176.7346729,37.49334475,1,105,14
70,3,62,Dark,ROC,13,172.5863074,19.00953597,1,105,14
70,3,63,Dark,ROC,27,165.790469,29.44587731,1,105,14
70,3,64,Light,Switzerland,9,174.7184225,23.60589862,1,105,14
70,3,65,Dark,ROC,18,132.6930451,13.17503758,1,105,14
71,3,56,Dark,ROC,97,186.6202834,30.82787604,1,105,14
71,3,57,Light,Switzerland,25,158.6704626,29.52118351,1,105,14
71,3,58,Light,Switzerland,7,160.1786513,38.91488376,1,105,14
71,3,59,Light,Switzerland,20,185.2250729,39.50011036,1,105,14
71,3,61,Light,Switzerland,18,176.8155263,37.51775243,1,105,14
71,3,62,Dark,ROC,13,172.5547643,19.16732613,1,105,14
71,3,63,Dark,ROC,27,165.7814504,29.7249232,1,105,14
71,3,64,Light,Switzerland,9,174.6082129,23.73109389,1,105,14
71,3,65,Dark,ROC,18,132.5949062,13.12535202,1,105,14
72,3,56,Dark,ROC,97,187.0711802,31.14160306,1,105,14
72,3,57,Light,Switzerland,25,158.3930826,29.55890199,1,105,14
72,3,58,Light,Switzerland,7,159.9178756,38.84162364,1,105,14
72,3,59,Light,Switzerland,20,185.1799885,39.43326368,1,105,14
72,3,61,Light,Switzerland,18,176.8855292,37.53756032,1,105,14
72,3,62,Dark,ROC,13,172.4918426,19.30555914,1,105,14
72,3,63,Dark,ROC,27,165.7487898,29.9958755,1,105,14
72,3,64,Light,Switzerland,9,174.4999736,23.86348095,1,105,14
72,3,65,Dark,ROC,18,132.5100823,13.08010092,1,105,14
73,3,56,Dark,ROC,97,187.5032302,31.46705529,1,105,14
73,3,57,Light,Switzerland,25,158.1105912,29.58274876,1,105,14
73,3,58,Light,Switzerland,7,159.6620354,38.7967633,1,105,14
73,3,59,Light,Switzerland,20,185.1283785,39.37341365,1,105,14
73,3,61,Light,Switzerland,18,176.9468645,37.55953654,1,105,14
73,3,62,Dark,ROC,13,172.392334,19.42021031,1,105,14
73,3,63,Dark,ROC,27,165.6912309,30.26086426,1,105,14
73,3,64,Light,Switzerland,9,174.4015631,24.01373452,1,105,14
73,3,65,Dark,ROC,18,132.4365551,13.04127782,1,105,14
74,3,56,Dark,ROC,97,187.9211956,31.81098086,1,105,14
74,3,57,Light,Switzerland,25,157.8231335,29.5939819,1,105,14
74,3,58,Light,Switzerland,7,159.4107639,38.78269063,1,105,14
74,3,59,Light,Switzerland,20,185.0738829,39.32917021,1,105,14
74,3,61,Light,Switzerland,18,177.001897,37.58964497,1,105,14
74,3,62,Dark,ROC,13,172.253852,19.50920128,1,105,14
74,3,63,Dark,ROC,27,165.6082893,30.52161521,1,105,14
74,3,64,Light,Switzerland,9,174.3188144,24.18978648,1,105,14
74,3,65,Dark,ROC,18,132.3729651,13.00992372,1,105,14
75,3,56,Dark,ROC,97,188.3301018,32.17916773,1,105,14
75,3,57,Light,Switzerland,25,157.5328755,29.5947439,1,105,14
75,3,58,Light,Switzerland,7,159.1644219,38.80073321,1,105,14
75,3,59,Light,Switzerland,20,185.0206415,39.3081062,1,105,14
75,3,61,Light,Switzerland,18,177.0528395,37.63223085,1,105,14
75,3,62,Dark,ROC,13,172.0775347,19.57300681,1,105,14
75,3,63,Dark,ROC,27,165.5004884,30.77925202,1,105,14
75,3,64,Light,Switzerland,9,174.2550081,24.39593339,1,105,14
75,3,65,Dark,ROC,18,132.3191196,12.98603666,1,105,14
76,3,56,Dark,ROC,97,188.7346259,32.57549165,1,105,14
76,3,57,Light,Switzerland,25,157.2440921,29.5879589,1,105,14
76,3,58,Light,Switzerland,7,158.9241127,38.85085479,1,105,14
76,3,59,Light,Switzerland,20,184.9725935,39.31552922,1,105,14
76,3,61,Light,Switzerland,18,177.1016005,37.68944528,1,105,14
76,3,62,Dark,ROC,13,171.8683712,19.61476989,1,105,14
76,3,63,Dark,ROC,27,165.3695646,31.03420256,1,105,14
76,3,64,Light,Switzerland,9,174.2110665,24.63260803,1,105,14
76,3,65,Dark,ROC,18,132.2762003,12.9687973,1,105,14
77,3,56,Dark,ROC,97,189.1386458,33.00121544,1,105,14
77,3,57,Light,Switzerland,25,156.9627997,29.57710491,1,105,14
77,3,58,Light,Switzerland,7,158.6915231,38.93158515,1,105,14
77,3,59,Light,Switzerland,20,184.9328834,39.35354775,1,105,14
77,3,61,Light,Switzerland,18,177.1497394,37.76099632,1,105,14
77,3,62,Dark,ROC,13,171.6348998,19.63984899,1,105,14
77,3,63,Dark,ROC,27,165.218516,31.28629206,1,105,14
77,3,64,Light,Switzerland,9,174.1861976,24.89678678,1,105,14
77,3,65,Dark,ROC,18,132.2465098,12.95705637,1,105,14
78,3,56,Dark,ROC,97,189.5447612,33.45466713,1,105,14
78,3,57,Light,Switzerland,25,156.6958997,29.56593521,1,105,14
78,3,58,Light,Switzerland,7,158.4685263,39.0402113,1,105,14
78,3,59,Light,Switzerland,20,184.9032796,39.42063061,1,105,14
78,3,61,Light,Switzerland,18,177.1983465,37.84427115,1,105,14
78,3,62,Dark,ROC,13,171.3881464,19.65490912,1,105,14
78,3,63,Dark,ROC,27,165.0513779,31.53505534,1,105,14
78,3,64,Light,Switzerland,9,174.1785628,25.18288275,1,105,14
78,3,65,Dark,ROC,18,132.2327164,12.94989383,1,105,14
79,3,56,Dark,ROC,97,189.9536222,33.93143328,1,105,14
79,3,57,Light,Switzerland,25,156.4499988,29.55821292,1,105,14
79,3,58,Light,Switzerland,7,158.2565884,39.17321941,1,105,14
79,3,59,Light,Switzerland,20,184.8835704,39.51184021,1,105,14
79,3,61,Light,Switzerland,18,177.2477186,37.9348599,1,105,14
79,3,62,Dark,ROC,13,171.1399126,19.66680845,1,105,14
79,3,63,Dark,ROC,27,164.8726958,31.78019881,1,105,14
79,3,64,Light,Switzerland,9,174.1856502,25.48394541,1,105,14
79,3,65,Dark,ROC,18,132.2368026,12.94704688,1,105,14
80,3,56,Dark,ROC,97,190.3632029,34.42504806,1,105,14
80,3,57,Light,Switzerland,25,156.2302147,29.55750297,1,105,14
80,3,58,Light,Switzerland,7,158.0561257,39.32689317,1,105,14
80,3,59,Light,Switzerland,20,184.8711184,39.6197471,1,105,14
80,3,61,Light,Switzerland,18,177.2969339,38.02742041,1,105,14
80,3,62,Dark,ROC,13,170.9007219,19.68145563,1,105,14
80,3,63,Dark,ROC,27,164.6868169,32.02206696,1,105,14
80,3,64,Light,Switzerland,9,174.2043216,25.7929362,1,105,14
80,3,65,Dark,ROC,18,132.2590219,12.94905547,1,105,14
81,3,56,Dark,ROC,97,190.7685184,34.92788474,1,105,14
81,3,57,Light,Switzerland,25,156.0393784,29.56697425,1,105,14
81,3,58,Light,Switzerland,7,157.8660997,39.49782877,1,105,14
81,3,59,Light,Switzerland,20,184.860967,39.73571624,1,105,14
81,3,61,Light,Switzerland,18,177.343676,38.11660848,1,105,14
81,3,62,Dark,ROC,13,170.677952,19.70265293,1,105,14
81,3,63,Dark,ROC,27,164.4973202,32.26186561,1,105,14
81,3,64,Light,Switzerland,9,174.2307925,26.10369218,1,105,14
81,3,65,Dark,ROC,18,132.2972315,12.95706058,1,105,14
82,3,56,Dark,ROC,97,191.1622567,35.43201691,1,105,14
82,3,57,Light,Switzerland,25,155.8778803,29.58913358,1,105,14
82,3,58,Light,Switzerland,7,157.6840798,39.68314365,1,105,14
82,3,59,Light,Switzerland,20,184.846714,39.85116947,1,105,14
82,3,61,Light,Switzerland,18,177.3845547,38.19775565,1,105,14
82,3,62,Dark,ROC,13,170.4746461,19.73105809,1,105,14
82,3,63,Dark,ROC,27,164.3068523,32.50150753,1,105,14
82,3,64,Light,Switzerland,9,174.2607843,26.41130872,1,105,14
82,3,65,Dark,ROC,18,132.3468939,12.97237824,1,105,14
83,3,56,Dark,ROC,97,191.5363342,35.93002422,1,105,14
83,3,57,Light,Switzerland,25,155.7440499,29.62548893,1,105,14
83,3,58,Light,Switzerland,7,157.5066991,39.88031271,1,105,14
83,3,59,Light,Switzerland,20,184.8219017,39.95856928,1,105,14
83,3,61,Light,Switzerland,18,177.4158314,38.26715171,1,105,14
83,3,62,Dark,ROC,13,170.2891581,19.76358591,1,105,14
83,3,63,Dark,ROC,27,164.1173296,32.74318484,1,105,14
83,3,64,Light,Switzerland,9,174.2898495,26.71203117,1,105,14
83,3,65,Dark,ROC,18,132.4017516,12.99608301,1,105,14
84,3,56,Dark,ROC,97,191.8838959,36.41572671,1,105,14
84,3,57,Light,Switzerland,25,155.6347561,29.67621003,1,105,14
84,3,58,Light,Switzerland,7,157.3302284,40.08672907,1,105,14
84,3,59,Light,Switzerland,20,184.7814166,40.0520359,1,105,14
84,3,61,Light,Switzerland,18,177.4342261,38.32198568,1,105,14
84,3,62,Dark,ROC,13,170.1155632,19.7935555,1,105,14
84,3,63,Dark,ROC,27,163.9302706,32.98887275,1,105,14
84,3,64,Light,Switzerland,9,174.3137543,27.00293997,1,105,14
84,3,65,Dark,ROC,18,132.4549177,13.0287772,1,105,14
85,3,56,Dark,ROC,97,192.2011619,36.88473235,1,105,14
85,3,57,Light,Switzerland,25,155.5459914,29.73986527,1,105,14
85,3,58,Light,Switzerland,7,157.151095,40.29921447,1,105,14
85,3,59,Light,Switzerland,20,184.722543,40.1276128,1,105,14
85,3,61,Light,Switzerland,18,177.4375492,38.36009693,1,105,14
85,3,62,Dark,ROC,13,169.9447851,19.81168952,1,105,14
85,3,63,Dark,ROC,27,163.7471202,33.23993106,1,105,14
85,3,64,Light,Switzerland,9,174.3288853,27.28166066,1,105,14
85,3,65,Dark,ROC,18,132.5000291,13.07060371,1,105,14
86,3,56,Dark,ROC,97,192.4886961,37.3346489,1,105,14
86,3,57,Light,Switzerland,25,155.4733566,29.81329512,1,105,14
86,3,58,Light,Switzerland,7,156.966349,40.51372154,1,105,14
86,3,59,Light,Switzerland,20,184.6455487,40.1832196,1,105,14
86,3,61,Light,Switzerland,18,177.4250861,38.37967621,1,105,14
86,3,62,Dark,ROC,13,169.7663551,19.80782302,1,105,14
86,3,63,Dark,ROC,27,163.5695463,33.49686414,1,105,14
86,3,64,Light,Switzerland,9,174.3326779,27.546176,1,105,14
86,3,65,Dark,ROC,18,132.5321329,13.12145239,1,105,14
87,3,56,Dark,ROC,97,192.7517579,37.76490392,1,105,14
87,3,57,Light,Switzerland,25,155.4124399,29.89168012,1,105,14
87,3,58,Light,Switzerland,7,156.7741492,40.72541736,1,105,14
87,3,59,Light,Switzerland,20,184.5537239,40.21839261,1,105,14
87,3,61,Light,Switzerland,18,177.3976899,38.3790652,1,105,14
87,3,62,Dark,ROC,13,169.5705393,19.77299233,1,105,14
87,3,63,Dark,ROC,27,163.3996916,33.75923157,1,105,14
87,3,64,Light,Switzerland,9,174.3239773,27.79474539,1,105,14
87,3,65,Dark,ROC,18,132.5481148,13.18121988,1,105,14
88,3,56,Dark,ROC,97,192.9995179,38.17629468,1,105,14
88,3,57,Light,Switzerland,25,155.359156,29.96887012,1,105,14
88,3,58,Light,Switzerland,7,156.5743306,40.92928933,1,105,14
88,3,59,Light,Switzerland,20,184.4528317,40.23399786,1,105,14
88,3,61,Light,Switzerland,18,177.3575644,38.3568455,1,105,14
88,3,62,Dark,ROC,13,169.3504212,19.70143932,1,105,14
88,3,63,Dark,ROC,27,163.2403584,34.02572991,1,105,14
88,3,64,Light,Switzerland,9,174.3032466,28.02598404,1,105,14
88,3,65,Dark,ROC,18,132.5467004,13.24995238,1,105,14
89,3,56,Dark,ROC,97,193.2432298,38.57054597,1,105,14
89,3,57,Light,Switzerland,25,155.3100859,30.03801792,1,105,14
89,3,58,Light,Switzerland,7,156.3690035,41.12128605,1,105,14
89,3,59,Light,Switzerland,20,184.3500879,40.23212534,1,105,14
89,3,61,Light,Switzerland,18,177.3078176,38.31236322,1,105,14
89,3,62,Dark,ROC,13,169.1034486,19.59201904,1,105,14
89,3,63,Dark,ROC,27,163.0950779,34.29451859,1,105,14
